Day,Time,Group,Food Name,Amount,Energy (kcal),Alcohol (g),Caffeine (mg),Water (g),B1 (Thiamine) (mg),B2 (Riboflavin) (mg),B3 (Niacin) (mg),B5 (Pantothenic Acid) (mg),B6 (Pyridoxine) (mg),B12 (Cobalamin) (µg),Beta-carotene (µg),Folate (µg),Lutein+Zeaxanthin (µg),Vitamin A (IU),Vitamin C (mg),Vitamin D (IU),Vitamin E (mg),Vitamin K (µg),Calcium (mg),Copper (mg),Iron (mg),Magnesium (mg),Manganese (mg),Phosphorus (mg),Potassium (mg),Selenium (µg),Sodium (mg),Zinc (mg),Carbs (g),Fiber (g),Starch (g),Sugars (g),Net Carbs (g),Fat (g),Cholesterol (mg),Monounsaturated (g),Polyunsaturated (g),Saturated (g),Trans-Fats (g),Omega-3 (g),Omega-6 (g),Cystine (g),Histidine (g),Isoleucine (g),Leucine (g),Lysine (g),Methionine (g),Phenylalanine (g),Protein (g),Threonine (g),Tryptophan (g),Tyrosine (g),Valine (g),Category
1/5/2021,11:57 AM,Breakfast,"Banana, Fresh","1.00 medium - 7"" to 7 7/8"" long",105.02,0,0,88.39,0.04,0.09,0.78,0.39,0.43,0,30.68,23.6,25.96,75.52,10.27,0,0.15,0.59,5.9,0.09,0.31,31.86,0.32,25.96,422.44,1.18,1.18,0.18,26.95,3.07,6.35,14.43,23.88,0.39,0,0.04,0.09,0.13,0,0.03,0.05,0.01,0.09,0.03,0.08,0.06,0.01,0.06,1.29,0.03,0.01,0.01,0.06,Fruits and Fruit Juices
1/5/2021,11:57 AM,Breakfast,"Blueberries, Fresh","0.50 cup, whole pieces",42.18,0,0,62.31,0.03,0.03,0.31,0.09,0.04,0,23.68,4.44,59.2,39.96,7.18,0,0.43,14.28,4.44,0.04,0.21,4.44,0.25,8.88,56.98,0.07,0.74,0.12,10.72,1.78,0.02,7.37,8.95,0.24,0,0.03,0.11,0.02,0,0.04,0.07,0.01,0.01,0.02,0.03,0.01,0.01,0.02,0.55,0.01,0,0.01,0.02,Fruits and Fruit Juices
1/5/2021,11:57 AM,Breakfast,"Strawberries, Fresh","0.60 cup, halves",29.18,0,0,82.95,0.02,0.02,0.35,0.11,0.04,0,6.38,21.89,23.71,10.94,53.62,0,0.26,2.01,14.59,0.04,0.37,11.86,0.35,21.89,139.53,0.36,0.91,0.13,7,1.82,0.04,4.46,5.18,0.27,0,0.04,0.14,0.01,0,0.06,0.08,0.01,0.01,0.01,0.03,0.02,0,0.02,0.61,0.02,0.01,0.02,0.02,Fruits and Fruit Juices
1/5/2021,2:29 PM,Lunch,"Apple, Fresh, With Skin","1.00 medium - 3"" diameter",94.64,0,0,155.72,0.03,0.05,0.17,0.11,0.07,0,49.14,5.46,52.78,98.28,8.37,0,0.38,4,10.92,0.05,0.22,9.1,0.06,20.02,194.74,0,1.82,0.07,25.13,4.37,0.09,18.91,20.77,0.31,0,0.01,0.09,0.05,0,0.02,0.08,0,0.01,0.01,0.02,0.02,0,0.01,0.47,0.01,0,0,0.02,Fruits and Fruit Juices
1/5/2021,2:29 PM,Lunch,"Salmon, Atlantic, Wild, Cooked",2.00 oz,103.19,0,0,33.8,0.16,0.28,5.71,1.09,0.54,1.73,0,16.44,0,24.95,0,197.31,2.25,0.41,8.5,0.18,0.58,20.98,0.01,145.15,356.07,26.54,31.75,0.46,0,0,0,0,0,4.61,40.26,1.53,1.85,0.71,0,1.53,0.32,0.15,0.42,0.66,1.17,1.32,0.43,0.56,14.42,0.63,0.16,0.49,0.74,Finfish and Shellfish Products
1/5/2021,2:29 PM,Lunch,"Potatoes, Pan Fried","0.50 cup, chopped",165.06,0,0,97.39,0.12,0.02,1.65,0.64,0.34,0,1.37,11.32,11.48,2.71,9.3,0,0.13,5.59,10.4,0.21,0.4,25.21,0.18,50.35,412.91,0.38,302.13,0.34,25.18,2.59,19.88,1.12,22.59,6.56,0,3.57,1.1,1.69,1.44,0.04,0.52,0.03,0.05,0.09,0.13,0.13,0.03,0.1,2.15,0.08,0.03,0.08,0.12,Vegetables and Vegetable Products
1/5/2021,2:30 PM,Lunch,"Red Bell Peppers, Raw","0.30 ring - 3"" diameter x 1/4""",0.78,0,0,2.77,0,0,0.03,0.01,0.01,0,48.72,1.38,1.53,93.93,3.83,0,0.05,0.15,0.21,0,0.01,0.36,0,0.78,6.33,0,0.12,0.01,0.18,0.06,0,0.13,0.12,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,Vegetables and Vegetable Products
1/5/2021,2:30 PM,Lunch,Hummus,2.00 tbsp,53.38,0,0,19.27,0.05,0.02,0.24,0.08,0.04,0,5.01,14.21,0.55,8.92,0.42,0,0.08,0.74,27.25,0.12,0.62,9.65,0.25,46.82,47.39,2.02,131.73,0.32,5.91,1.76,3.29,0.97,4.15,2.63,0,0.88,1.1,0.33,0.02,0.02,1.03,0.03,0.06,0.09,0.16,0.12,0.04,0.12,2.2,0.08,0.03,0.06,0.1,Legumes and Legume Products
1/5/2021,2:30 PM,Lunch,"Carrots, Raw",0.60 cup,38.11,0,0,82.07,0.06,0.05,0.91,0.25,0.13,0,7701.51,17.66,237.97,15529.44,5.48,0,0.8,7.72,30.68,0.04,0.28,11.15,0.13,32.54,297.46,0.09,64.14,0.22,8.91,2.6,1.33,4.41,6.3,0.22,0,0.01,0.09,0.03,0,0,0,0.08,0.04,0.07,0.09,0.09,0.02,0.06,0.86,0.18,0.01,0.04,0.06,Vegetables and Vegetable Products
1/5/2021,7:26 PM,Dinner,"Apple, Fresh, With Skin","1.00 medium - 3"" diameter",94.64,0,0,155.72,0.03,0.05,0.17,0.11,0.07,0,49.14,5.46,52.78,98.28,8.37,0,0.38,4,10.92,0.05,0.22,9.1,0.06,20.02,194.74,0,1.82,0.07,25.13,4.37,0.09,18.91,20.77,0.31,0,0.01,0.09,0.05,0,0.02,0.08,0,0.01,0.01,0.02,0.02,0,0.01,0.47,0.01,0,0,0.02,Fruits and Fruit Juices
1/5/2021,7:26 PM,Dinner,"Chicken Breast, Skin Removed Before Cooking",1.00 oz,49.04,0,0,18.36,0.02,0.03,3.52,0.28,0.17,0.1,0,1.13,0,8.22,0,1.42,0.08,0.09,4.25,0.01,0.3,7.65,0,61.23,70.02,6.92,21.83,0.35,0,0,0,0,0,1.28,24.1,0.44,0.28,0.36,0.03,0.03,0.23,0.11,0.27,0.46,0.66,0.74,0.24,0.35,8.76,0.37,0.1,0.3,0.43,Poultry Products
1/5/2021,7:27 PM,Dinner,"Ronzoni, pasta, bow tie, egg, dry, small, enriched",0.50 Dry Serving,105,0,,,0.23,0.09,1.5,,,,,50,,0,0,0,,,0,,0.9,,,,,,2.5,,19,1,,1,18,1.25,35,0.25,0.5,0.5,0,,,,,,,,,,4,,,,,Cereal Grains and Pasta
1/5/2021,7:28 PM,Dinner,"Tossed Salad, Plain, without Dressing","4.00 cup, chopped",31.92,0,0,218.06,0.09,0.06,0.28,0.21,0.1,0,681.71,66.12,631.55,1144.54,6.38,0,0.5,54.95,41.04,0.06,0.93,15.96,0.28,45.6,321.48,0.23,22.8,0.34,6.77,2.74,0,4.49,4.04,0.32,0,0.01,0.17,0.04,0,0.12,0,0.01,0.02,0.04,0.06,0.05,0.01,0.05,2.05,0.06,0.02,0.02,0.05,Vegetables and Vegetable Products
1/5/2021,7:28 PM,Dinner,"Almond Milk, Plain, Original, Unsweetened",1.00 cup,36,0,0,231.69,0,0.02,0.17,0.02,0,0,0,2.4,0,0,0,98.4,8.02,0,441.59,0.05,0.67,14.4,0.1,21.6,160.8,0.24,172.8,0.14,3.14,0.48,0.17,1.94,2.66,2.3,0,1.42,0.58,0.21,0,0,0.6,0.01,0.02,0.03,0.07,0.03,0.01,0.05,0.96,0.03,0.01,0.02,0.04,Beverages
1/5/2021,7:29 PM,Dinner,"Fiber One, Chocolate Chip Cookie Brownies",1.00 brownie,90,,,,,,,,,,,,,,,,,,,,,,,,,,80,,18,5,,8,13,3,0,,,1.5,0,,,,,,,,,,1,,,,,Sweets
1/6/2021,9:20 AM,Breakfast,"Coffee, Prepared From Grounds",24.00 fl oz,7.1,0,284.17,706.08,0.1,0.54,1.36,1.8,0.01,0,0,14.21,0,0,0,0,0.07,0.71,14.21,0.01,0.07,21.31,0.16,21.31,348.1,0,14.21,0.14,3.34,3.34,0,0,0,0.14,0,0.11,0.01,0.01,0,0,0,0.01,0.01,0.01,0.04,0.01,0,0.02,0.85,0.01,0,0.01,0.02,Beverages
1/6/2021,9:20 AM,Breakfast,"Soy Milk, Plain or Original, Unsweetened, Ready-to-Drink, Fortified",2.60 cup,192.29,0,0,587.33,0.17,1.33,0.45,0.2,0.26,7.8,5.59,63.82,0,1299.98,1.9,312.11,0.39,21.47,779.99,0.45,2.81,104,0.92,273.91,779.99,14.56,220.88,1.56,9.34,6.71,0,2.64,2.63,10.03,0,2.22,5.66,1.45,0,0.67,4.92,0.3,0.5,0.9,1.52,1.24,0.25,0.97,20.36,0.81,0.27,0.7,0.93,Beverages
1/6/2021,9:20 AM,Breakfast,"Vega One, All In One Shake, Chocolate",1.00 scoop,180,,,,0.8,0.9,13.6,5.1,1,1.5,,210,,400,40,280,10.2,59,180,,7,40,,220,470,,220,,15,4,,1,11,6,0,1,3,1,0,,,,,,,,,,20,,,,,Beverages
1/6/2021,9:21 AM,Breakfast,"Post, Honey Bunches of Oats with Almonds","1.00 cup, whole pieces",170.09,0,0,1.03,0.48,0.45,5.91,0.2,0.68,2.4,18.06,399.83,264.59,1198.64,0,80,0.78,1.3,10.08,0.08,16.2,25.2,0.48,75.18,79.8,5.04,180.17,1.1,34,2,20.05,9,32,3,0,1.64,0.86,0.33,0.04,0.05,0.81,0.06,0.08,0.11,0.28,0.09,0.06,0.15,3,0.1,0.03,0.1,0.14,Breakfast Cereals
1/6/2021,9:21 AM,Breakfast,"Banana, Fresh","1.00 small - 6"" to 6 7/8"" long",89.89,0,0,75.66,0.03,0.07,0.67,0.34,0.37,0,26.26,20.2,22.22,64.64,8.79,0,0.13,0.51,5.05,0.08,0.26,27.27,0.27,22.22,361.58,1.01,1.01,0.15,23.07,2.63,5.43,12.35,20.44,0.33,0,0.03,0.07,0.11,0,0.03,0.05,0.01,0.08,0.03,0.07,0.05,0.01,0.05,1.1,0.03,0.01,0.01,0.05,Fruits and Fruit Juices
1/6/2021,12:34 PM,Breakfast,"Apple, Fresh, With Skin","1.00 medium - 3"" diameter",94.64,0,0,155.72,0.03,0.05,0.17,0.11,0.07,0,49.14,5.46,52.78,98.28,8.37,0,0.38,4,10.92,0.05,0.22,9.1,0.06,20.02,194.74,0,1.82,0.07,25.13,4.37,0.09,18.91,20.77,0.31,0,0.01,0.09,0.05,0,0.02,0.08,0,0.01,0.01,0.02,0.02,0,0.01,0.47,0.01,0,0,0.02,Fruits and Fruit Juices
1/6/2021,12:34 PM,Lunch,"Coffee, Prepared From Grounds",12.00 fl oz,3.55,0,142.08,353.04,0.05,0.27,0.68,0.9,0,0,0,7.1,0,0,0,0,0.04,0.36,7.1,0.01,0.04,10.66,0.08,10.66,174.05,0,7.1,0.07,1.67,1.67,0,0,0,0.07,0,0.05,0,0.01,0,0,0,0.01,0.01,0.01,0.02,0,0,0.01,0.43,0,0,0.01,0.01,Beverages
1/6/2021,12:35 PM,Lunch,"Orgain, Organic Protein Powder, Sweet Vanilla Bean",0.30 x 2.0 rounded scoops,45,,,,,,,,,,,,,0,0,,,,12,,0.81,,,,18,,54,,4.5,1.5,,0.3,3,1.05,0,,,0,0,,,,,,,,,,6.3,,,,,Supplements
1/6/2021,12:35 PM,Lunch,"Soy Milk, Plain or Original, Unsweetened, Ready-to-Drink, Fortified",0.80 cup,59.17,0,0,180.72,0.05,0.41,0.14,0.06,0.08,2.4,1.72,19.64,0,400,0.59,96.03,0.12,6.61,240,0.14,0.87,32,0.28,84.28,240,4.48,67.96,0.48,2.88,2.06,0,0.81,0.81,3.09,0,0.68,1.74,0.45,0,0.21,1.51,0.09,0.15,0.28,0.47,0.38,0.08,0.3,6.26,0.25,0.08,0.22,0.29,Beverages
1/6/2021,12:35 PM,Lunch,"Angel Hair Pasta, White, Cooked in Unsalted Water",0.80 cup,176.96,0,0,69.59,0.31,0.15,1.89,0.13,0.05,0,0,138.1,7.84,0,0,0,0.07,0,7.84,0.11,1.43,20.16,0.36,64.96,49.28,29.57,1.12,0.57,34.56,2.02,29.13,0.63,32.55,1.04,0,0.15,0.37,0.2,0,0.03,0.33,0.13,0.15,0.25,0.49,0.15,0.07,0.33,6.5,0.23,0.09,0.12,0.29,Cereal Grains and Pasta
1/6/2021,12:36 PM,Lunch,"Trader Joe's, salsa, tropical mango pineapple",3.00 x 2.0 Tablespoon,60,0,,,,,,,,,,,,2250,36,,,,0,,0,,,,,,450,,15,0,,6,15,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,"Soups, Sauces, and Gravies"
1/6/2021,7:30 PM,Lunch,"Fiber One, 70 Calorie Brownie, Chocolate Chip Cookie",1.00 brownie,70,,,,,,,,,,,,,,,0,,,0,,0.4,,,,0,,90,,17,6,,2,11,2.5,0,,,1,0,,,,,,,,,,2,,,,,Sweets
1/6/2021,7:31 PM,Dinner,"Lettuce, Mixed Greens","3.00 cup, chopped",28.38,0,0,155.26,0.11,0.14,0.64,0.44,0.14,0,5575.72,177.89,6137.78,9294.29,16.7,0,0.98,319.08,78.55,0.11,1.91,42.25,0.61,51.49,479.88,0.76,48.52,0.62,5.32,3.27,0.03,1.52,2.05,0.39,0,0.01,0.19,0.06,0,0.12,0,0.02,0.05,0.12,0.17,0.14,0.03,0.11,2.51,0.1,0.02,0.07,0.12,Vegetables and Vegetable Products
1/6/2021,7:32 PM,Dinner,"Eggs, Cooked",0.50 medium,34.1,0,0,16.42,0.01,0.11,0.01,0.31,0.03,0.24,2.42,9.68,77.66,114.4,0,19.14,0.23,0.07,11,0,0.26,2.2,0.01,37.84,27.72,6.78,27.28,0.23,0.25,0,0,0.25,0.25,2.33,82.06,0.9,0.31,0.72,0,0.02,0.29,0.06,0.07,0.15,0.24,0.2,0.09,0.15,2.77,0.13,0.03,0.11,0.17,Dairy and Egg Products
1/6/2021,7:33 PM,Dinner,"Shrimp, Cooked from Fresh","0.75 cup, whole pieces",107.66,0,0,80.83,0.03,0.02,2.63,0.51,0.24,1.63,0,23.92,0,54.37,0,0.7,0.43,0.11,76.12,0.41,0.55,42.41,0.04,257.73,281.65,48.61,120.71,1.78,0.22,0,0.22,0,0.22,0.3,205.53,0.05,0.09,0.06,0,0.03,0.03,0.31,0.57,1.2,2.23,2.49,0.76,1.14,26.08,1.04,0.3,0.99,1.22,Finfish and Shellfish Products
1/6/2021,7:33 PM,Dinner,"Cranberries, Dried, Sweetened","3.00 tbsp, whole pieces",92.4,0,0,4.74,0,0.01,0.16,0.07,0.01,0,8.1,0,41.4,13.8,0.06,0,0.63,2.28,2.7,0.02,0.12,1.2,0.05,2.4,14.7,0.18,1.5,0.03,24.84,1.59,0,21.77,23.25,0.33,0,0.09,0.05,0.03,0,0.01,0.05,0,0,0,0.01,0.01,0,0,0.05,0,0,0,0.01,Fruits and Fruit Juices
1/6/2021,7:33 PM,Dinner,"Brussels Sprouts, Cooked from Fresh",1.50 cup,120.38,0,0,297.28,0.36,0.27,2.03,0.84,0.6,0,1554.93,200.64,4313.68,2591.55,207.32,0,1.44,469.16,120.38,0.28,4.01,66.88,0.76,187.26,1060.03,5.02,70.22,1.1,23.74,8.69,1.17,5.82,15.05,1.67,0,0.13,0.85,0.34,0,0.58,0,0.05,0.19,0.33,0.38,0.39,0.08,0.25,8.53,0.3,0.09,0.13,0.39,Vegetables and Vegetable Products
1/6/2021,7:34 PM,Dinner,"Beets, Raw",1.50 tbsp,11.39,0,0,23.2,0.01,0.01,0.09,0.04,0.02,0,5.3,28.88,0,8.74,1.3,0,0.01,0.05,4.24,0.02,0.21,6.09,0.09,10.6,86.11,0.19,20.67,0.09,2.53,0.74,0.13,1.79,1.79,0.05,0,0.01,0.02,0.01,0,0,0,0.01,0.01,0.01,0.02,0.02,0,0.01,0.43,0.01,0.01,0.01,0.01,Vegetables and Vegetable Products
1/7/2021,12:21 PM,Breakfast,"Coffee, Prepared From Grounds",24.00 fl oz,7.1,0,284.17,706.08,0.1,0.54,1.36,1.8,0.01,0,0,14.21,0,0,0,0,0.07,0.71,14.21,0.01,0.07,21.31,0.16,21.31,348.1,0,14.21,0.14,3.34,3.34,0,0,0,0.14,0,0.11,0.01,0.01,0,0,0,0.01,0.01,0.01,0.04,0.01,0,0.02,0.85,0.01,0,0.01,0.02,Beverages
1/7/2021,12:21 PM,Breakfast,"Soy Milk, Plain or Original, Unsweetened, Ready-to-Drink, Fortified",2.00 cup,147.92,0,0,451.79,0.13,1.02,0.35,0.16,0.2,6,4.3,49.09,0,999.99,1.46,240.08,0.3,16.51,600,0.35,2.16,80,0.71,210.7,600,11.2,169.9,1.2,7.19,5.16,0,2.03,2.03,7.71,0,1.71,4.35,1.12,0,0.52,3.78,0.23,0.38,0.69,1.17,0.95,0.19,0.75,15.66,0.62,0.21,0.54,0.71,Beverages
1/7/2021,12:21 PM,Breakfast,"Vega One, All In One Shake, Chocolate",1.00 scoop,180,,,,0.8,0.9,13.6,5.1,1,1.5,,210,,400,40,280,10.2,59,180,,7,40,,220,470,,220,,15,4,,1,11,6,0,1,3,1,0,,,,,,,,,,20,,,,,Beverages
1/7/2021,12:22 PM,Breakfast,"Banana, Fresh","1.00 small - 6"" to 6 7/8"" long",89.89,0,0,75.66,0.03,0.07,0.67,0.34,0.37,0,26.26,20.2,22.22,64.64,8.79,0,0.13,0.51,5.05,0.08,0.26,27.27,0.27,22.22,361.58,1.01,1.01,0.15,23.07,2.63,5.43,12.35,20.44,0.33,0,0.03,0.07,0.11,0,0.03,0.05,0.01,0.08,0.03,0.07,0.05,0.01,0.05,1.1,0.03,0.01,0.01,0.05,Fruits and Fruit Juices
1/7/2021,12:22 PM,Lunch,"Coffee, Prepared From Grounds",12.00 fl oz,3.55,0,142.08,353.04,0.05,0.27,0.68,0.9,0,0,0,7.1,0,0,0,0,0.04,0.36,7.1,0.01,0.04,10.66,0.08,10.66,174.05,0,7.1,0.07,1.67,1.67,0,0,0,0.07,0,0.05,0,0.01,0,0,0,0.01,0.01,0.01,0.02,0,0,0.01,0.43,0,0,0.01,0.01,Beverages
1/7/2021,12:22 PM,Lunch,"Blueberries, Fresh","0.75 cup, whole pieces",63.27,0,0,93.47,0.04,0.05,0.46,0.14,0.06,0,35.52,6.66,88.8,59.94,10.77,0,0.64,21.42,6.66,0.06,0.31,6.66,0.37,13.32,85.47,0.11,1.11,0.18,16.08,2.66,0.03,11.06,13.42,0.37,0,0.05,0.16,0.03,0,0.06,0.1,0.01,0.01,0.03,0.05,0.01,0.01,0.03,0.82,0.02,0,0.01,0.03,Fruits and Fruit Juices
1/7/2021,12:22 PM,Lunch,"Strawberries, Fresh","1.25 cup, halves",60.8,0,0,172.8,0.05,0.04,0.73,0.24,0.09,0,13.3,45.6,49.4,22.8,111.72,0,0.53,4.18,30.4,0.09,0.78,24.7,0.73,45.6,290.7,0.76,1.9,0.27,14.59,3.8,0.08,9.29,10.79,0.57,0,0.08,0.29,0.03,0,0.12,0.17,0.01,0.02,0.03,0.06,0.05,0,0.04,1.27,0.04,0.02,0.04,0.04,Fruits and Fruit Juices
1/7/2021,12:23 PM,Lunch,"Soy Milk, Plain or Original, Unsweetened, Ready-to-Drink, Fortified",1.00 cup,73.96,0,0,225.9,0.07,0.51,0.17,0.08,0.1,3,2.15,24.55,0,499.99,0.73,120.04,0.15,8.26,300,0.17,1.08,40,0.35,105.35,300,5.6,84.95,0.6,3.59,2.58,0,1.02,1.01,3.86,0,0.85,2.18,0.56,0,0.26,1.89,0.11,0.19,0.35,0.58,0.48,0.1,0.37,7.83,0.31,0.1,0.27,0.36,Beverages
1/7/2021,12:23 PM,Lunch,"Vega One, All In One Shake, Chocolate",0.50 scoop,90,,,,0.4,0.45,6.8,2.55,0.5,0.75,,105,,200,20,140,5.1,29.5,90,,3.5,20,,110,235,,110,,7.5,2,,0.5,5.5,3,0,0.5,1.5,0.5,0,,,,,,,,,,10,,,,,Beverages
1/7/2021,2:58 PM,Lunch,"Green Bell Peppers, Raw","1.25 medium - 2 1/2"" diameter x 2 3/4""",29.75,0,0,139.66,0.08,0.04,0.71,0.15,0.33,0,309.4,14.87,507.24,550.38,119.6,0,0.12,10.56,14.87,0.1,0.51,14.87,0.18,29.75,260.31,0,4.46,0.19,6.9,2.53,0,3.57,4.37,0.25,0,0.01,0.09,0.09,0,0.01,0,0.02,0.01,0.04,0.05,0.06,0.01,0.14,1.28,0.05,0.02,0.02,0.05,Vegetables and Vegetable Products
1/7/2021,2:58 PM,Lunch,"Red Bell Peppers, Raw","0.50 ring - 3"" diameter x 1/4""",1.3,0,0,4.61,0,0,0.05,0.02,0.01,0,81.2,2.3,2.55,156.55,6.39,0,0.08,0.25,0.35,0,0.02,0.6,0.01,1.3,10.55,0.01,0.2,0.01,0.3,0.11,0,0.21,0.2,0.02,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,Vegetables and Vegetable Products
1/7/2021,2:59 PM,Lunch,"Tomato Raw, Includes Cherry, Grape, Roma",10.00 cherry,30.6,0,0,160.68,0.06,0.03,1.01,0.15,0.14,0,763.3,25.5,209.1,1416.1,23.29,0,0.92,13.43,17,0.1,0.46,18.7,0.19,40.8,402.9,0,8.5,0.29,6.61,2.04,0,4.47,4.57,0.34,0,0.05,0.14,0.05,0,0.01,0,0.02,0.02,0.03,0.04,0.05,0.01,0.05,1.5,0.05,0.01,0.02,0.03,Vegetables and Vegetable Products
1/7/2021,2:59 PM,Lunch,"Carrots, Raw",0.40 cup,25.41,0,0,54.71,0.04,0.04,0.61,0.17,0.09,0,5134.34,11.77,158.65,10352.96,3.66,0,0.53,5.14,20.45,0.03,0.19,7.44,0.09,21.69,198.31,0.06,42.76,0.15,5.94,1.74,0.89,2.94,4.2,0.15,0,0.01,0.06,0.02,0,0,0,0.05,0.02,0.05,0.06,0.06,0.01,0.04,0.58,0.12,0.01,0.03,0.04,Vegetables and Vegetable Products
1/7/2021,3:00 PM,Lunch,"Oatmeal Cookies, Homemade","3.50 each - approx 2 5/8"" diameter",226,0.09,0,8.63,0.15,0.1,0.92,0.23,0.42,1.17,53.6,32.18,31.16,392.56,0.01,2.67,0.67,10.93,38.84,0.07,1.21,18.52,0.46,69,75.95,8.57,139.85,0.49,36.54,1.41,15.64,19.45,35.12,8.14,11.45,1.51,3.26,1.99,0,0.36,2.87,0.08,0.07,0.12,0.23,0.12,0.06,0.16,3.1,0.09,0.04,0.1,0.15,Sweets
1/7/2021,8:14 PM,Dinner,"Basmati Rice, Cooked in Unsalted Water",1.25 cup,227.13,0,0,141.04,0.04,0.03,0.79,0.77,0.18,0,0,5.93,0,0,0,0,0.11,0,11.85,0.14,0.83,23.7,0.93,45.43,69.13,14.81,1.98,0.97,51.85,1.32,50.52,0,50.52,0.3,0,0.13,0.02,0.1,0,0,0.02,0.08,0.09,0.17,0.33,0.14,0.09,0.21,3.97,0.14,0.05,0.13,0.24,Cereal Grains and Pasta
1/7/2021,8:14 PM,Dinner,"Broccoli, Cooked From Fresh","1.00 cup, chopped",54.6,0,0,139.23,0.1,0.19,0.86,0.96,0.31,0,1449.21,168.48,1684.77,2414.84,101.24,0,3.15,219.96,62.4,0.1,1.05,32.76,0.3,104.52,457.07,2.5,63.96,0.7,11.2,5.15,0,2.17,6.05,0.64,0,0.06,0.27,0.12,0,0.19,0,0.05,0.1,0.14,0.23,0.24,0.07,0.18,3.71,0.15,0.05,0.09,0.22,Vegetables and Vegetable Products
1/7/2021,8:14 PM,Dinner,"Brussels Sprouts, Cooked from Fresh",1.00 cup,80.25,0,0,198.18,0.24,0.18,1.35,0.56,0.4,0,1036.62,133.76,2875.79,1727.7,138.22,0,0.96,312.77,80.25,0.19,2.68,44.59,0.51,124.84,706.69,3.34,46.82,0.74,15.83,5.8,0.78,3.88,10.03,1.11,0,0.08,0.57,0.23,0,0.39,0,0.04,0.13,0.22,0.25,0.26,0.05,0.16,5.68,0.2,0.06,0.08,0.26,Vegetables and Vegetable Products
1/7/2021,8:14 PM,Dinner,"Shrimp, Cooked from Fresh","0.30 cup, whole pieces",43.06,0,0,32.33,0.01,0.01,1.05,0.2,0.09,0.65,0,9.57,0,21.75,0,0.28,0.17,0.04,30.45,0.16,0.22,16.96,0.01,103.09,112.66,19.44,48.28,0.71,0.09,0,0.09,0,0.09,0.12,82.21,0.02,0.03,0.02,0,0.01,0.01,0.12,0.23,0.48,0.89,0.99,0.3,0.45,10.43,0.41,0.12,0.39,0.49,Finfish and Shellfish Products
1/8/2021,12:57 PM,Breakfast,"Coffee, Prepared From Grounds",24.00 fl oz,7.1,0,284.17,706.08,0.1,0.54,1.36,1.8,0.01,0,0,14.21,0,0,0,0,0.07,0.71,14.21,0.01,0.07,21.31,0.16,21.31,348.1,0,14.21,0.14,3.34,3.34,0,0,0,0.14,0,0.11,0.01,0.01,0,0,0,0.01,0.01,0.01,0.04,0.01,0,0.02,0.85,0.01,0,0.01,0.02,Beverages
1/8/2021,12:57 PM,Breakfast,"Vega One, All In One Shake, Chocolate",1.10 scoop,198,,,,0.88,0.99,14.96,5.61,1.1,1.65,,231,,440,44,308,11.22,64.9,198,,7.7,44,,242,517,,242,,16.5,4.4,,1.1,12.1,6.6,0,1.1,3.3,1.1,0,,,,,,,,,,22,,,,,Beverages
1/8/2021,12:57 PM,Breakfast,"Soy Milk, Plain or Original, Unsweetened, Ready-to-Drink, Fortified",2.00 cup,147.92,0,0,451.79,0.13,1.02,0.35,0.16,0.2,6,4.3,49.09,0,999.99,1.46,240.08,0.3,16.51,600,0.35,2.16,80,0.71,210.7,600,11.2,169.9,1.2,7.19,5.16,0,2.03,2.03,7.71,0,1.71,4.35,1.12,0,0.52,3.78,0.23,0.38,0.69,1.17,0.95,0.19,0.75,15.66,0.62,0.21,0.54,0.71,Beverages
1/8/2021,12:57 PM,Breakfast,"Banana, Fresh","1.00 small - 6"" to 6 7/8"" long",89.89,0,0,75.66,0.03,0.07,0.67,0.34,0.37,0,26.26,20.2,22.22,64.64,8.79,0,0.13,0.51,5.05,0.08,0.26,27.27,0.27,22.22,361.58,1.01,1.01,0.15,23.07,2.63,5.43,12.35,20.44,0.33,0,0.03,0.07,0.11,0,0.03,0.05,0.01,0.08,0.03,0.07,0.05,0.01,0.05,1.1,0.03,0.01,0.01,0.05,Fruits and Fruit Juices
1/8/2021,12:57 PM,Breakfast,"Blueberries, Fresh","0.80 cup, whole pieces",67.49,0,0,99.7,0.04,0.05,0.49,0.15,0.06,0,37.89,7.1,94.72,63.94,11.48,0,0.69,22.85,7.1,0.07,0.33,7.1,0.4,14.21,91.17,0.12,1.18,0.19,17.16,2.84,0.04,11.79,14.31,0.39,0,0.06,0.17,0.03,0,0.07,0.1,0.01,0.01,0.03,0.05,0.02,0.01,0.03,0.88,0.02,0,0.01,0.04,Fruits and Fruit Juices
1/8/2021,12:57 PM,Breakfast,"Strawberries, Fresh","0.80 cup, halves",38.91,0,0,110.59,0.03,0.03,0.47,0.15,0.06,0,8.51,29.18,31.62,14.59,71.5,0,0.34,2.68,19.46,0.06,0.5,15.81,0.47,29.18,186.05,0.49,1.22,0.17,9.34,2.43,0.05,5.95,6.91,0.36,0,0.05,0.19,0.02,0,0.08,0.11,0.01,0.01,0.02,0.04,0.03,0,0.02,0.81,0.02,0.01,0.03,0.02,Fruits and Fruit Juices
